comparison_family,null_sample,shuffle_null_mean,n_rat_pairs
A_vs_A,243,-0.01618181818181818,10
A_vs_A,244,-0.014000000000000002,10
A_vs_A,245,-0.023272727272727268,10
A_vs_A,246,0.019272727272727275,10
A_vs_A,247,0.009090909090909087,10
A_vs_A,248,-0.041151515151515154,10
A_vs_A,249,-0.009454545454545448,10
A_vs_A,250,-0.052424242424242415,10
A_vs_A,251,0.01781818181818181,10
A_vs_A,252,-0.022121212121212118,10
A_vs_A,253,-0.024363636363636365,10
A_vs_A,254,0.011939393939393935,10
A_vs_A,255,-0.048424242424242425,10
A_vs_A,256,-0.028727272727272712,10
A_vs_A,257,-0.015212121212121205,10
A_vs_A,258,0.033454545454545445,10
A_vs_A,259,-0.005999999999999998,10
A_vs_A,260,-0.036727272727272726,10
A_vs_A,261,-0.03969696969696969,10
A_vs_A,262,-0.012424242424242424,10
A_vs_A,263,-0.003030303030303029,10
A_vs_A,264,0.04169696969696969,10
A_vs_A,265,-0.0019393939393939359,10
A_vs_A,266,0.022969696969696966,10
A_vs_A,267,-0.009757575757575748,10
A_vs_A,268,0.018242424242424234,10
A_vs_A,269,-0.023454545454545454,10
A_vs_A,270,0.007090909090909094,10
A_vs_A,271,0.012242424242424246,10
A_vs_A,272,-0.03575757575757575,10
A_vs_A,273,-0.026545454545454532,10
A_vs_A,274,0.007999999999999997,10
A_vs_A,275,0.013818181818181818,10
A_vs_A,276,-0.041999999999999996,10
A_vs_A,277,0.0346060606060606,10
A_vs_A,278,0.001454545454545457,10
A_vs_A,279,-0.010727272727272728,10
A_vs_A,280,-0.011515151515151516,10
A_vs_A,281,-0.012303030303030298,10
A_vs_A,282,-0.002484848484848488,10
A_vs_A,283,0.00872727272727272,10
A_vs_A,284,0.03793939393939393,10
A_vs_A,285,-0.011939393939393937,10
A_vs_A,286,-0.02696969696969697,10
A_vs_A,287,-0.012060606060606058,10
A_vs_A,288,-0.022969696969696966,10
A_vs_A,289,0.0037575757575757616,10
A_vs_A,290,0.015272727272727271,10
A_vs_A,291,0.0393939393939394,10
A_vs_A,292,-0.0054545454545454515,10
A_vs_A,293,0.00012121212121211809,10
A_vs_A,294,0.004121212121212128,10
A_vs_A,295,-0.03442424242424243,10
A_vs_A,296,-0.0018787878787878826,10
A_vs_A,297,-0.022545454545454553,10
A_vs_A,298,-0.011090909090909089,10
A_vs_A,299,-0.002727272727272726,10
A_vs_A,300,0.00030303030303029387,10
A_vs_A,301,-0.03206060606060605,10
A_vs_A,302,0.02709090909090909,10
A_vs_A,303,0.06430303030303029,10
A_vs_A,304,0.03363636363636363,10
A_vs_A,305,0.01133333333333333,10
A_vs_A,306,0.01690909090909091,10
A_vs_A,307,-0.004363636363636359,10
A_vs_A,308,-0.0005454545454545428,10
A_vs_A,309,-0.022060606060606065,10
A_vs_A,310,-0.007515151515151511,10
A_vs_A,311,-0.0014545454545454508,10
A_vs_A,312,-0.0074545454545454585,10
A_vs_A,313,-0.016666666666666673,10
A_vs_A,314,-0.00836363636363636,10
A_vs_A,315,-0.018242424242424247,10
A_vs_A,316,-0.003515151515151522,10
A_vs_A,317,0.022,10
A_vs_A,318,-0.014787878787878786,10
A_vs_A,319,-0.046666666666666655,10
A_vs_A,320,0.018606060606060598,10
A_vs_A,321,-0.04648484848484848,10
A_vs_A,322,-0.0074545454545454585,10
A_vs_A,323,0.01703030303030303,10
A_vs_A,324,-0.001636363636363635,10
A_vs_A,325,0.0019393939393939393,10
A_vs_A,326,-0.026606060606060612,10
A_vs_A,327,0.016303030303030295,10
A_vs_A,328,0.007393939393939397,10
A_vs_A,329,0.014303030303030298,10
A_vs_A,330,-0.025393939393939392,10
A_vs_A,331,0.019272727272727268,10
A_vs_A,332,-0.004848484848484854,10
A_vs_A,333,-0.006121212121212119,10
A_vs_A,334,-0.022666666666666665,10
A_vs_A,335,0.038545454545454536,10
A_vs_A,336,-0.012121212121212133,10
A_vs_A,337,0.012000000000000002,10
A_vs_A,338,0.005515151515151513,10
A_vs_A,339,0.0020606060606060566,10
A_vs_A,340,-0.024969696969696954,10
A_vs_A,341,-0.004545454545454547,10
A_vs_A,342,-0.01593939393939394,10
A_vs_A,343,-0.0013939393939393975,10
A_vs_A,344,-0.01296969696969697,10
A_vs_A,345,-0.052848484848484846,10
A_vs_A,346,-0.018848484848484847,10
A_vs_A,347,-0.023999999999999994,10
A_vs_A,348,-0.060363636363636355,10
A_vs_A,349,0.016060606060606053,10
A_vs_A,350,0.02587878787878788,10
A_vs_A,351,-0.027393939393939394,10
A_vs_A,352,-0.001575757575757577,10
A_vs_A,353,-0.001393939393939398,10
A_vs_A,354,-0.01618181818181818,10
A_vs_A,355,-0.017454545454545452,10
A_vs_A,356,0.040606060606060604,10
A_vs_A,357,0.006303030303030302,10
A_vs_A,358,-0.07496969696969696,10
A_vs_A,359,-0.026424242424242416,10
A_vs_A,360,0.012303030303030297,10
A_vs_A,361,-0.04921212121212121,10
A_vs_A,362,-0.008969696969696971,10
A_vs_A,363,0.013272727272727273,10
A_vs_A,364,-0.054727272727272715,10
A_vs_A,365,-0.005515151515151513,10
A_vs_A,366,-0.04175757575757575,10
A_vs_A,367,0.048909090909090916,10
A_vs_A,368,-0.010242424242424244,10
A_vs_A,369,0.006060606060606059,10
A_vs_A,370,-0.012545454545454544,10
A_vs_A,371,0.016848484848484845,10
A_vs_A,372,-0.0014545454545454566,10
A_vs_A,373,0.017515151515151508,10
A_vs_A,374,-0.004909090909090904,10
A_vs_A,375,-0.003212121212121212,10
A_vs_A,376,-0.012969696969696968,10
A_vs_A,377,0.016303030303030302,10
A_vs_A,378,0.017333333333333322,10
A_vs_A,379,-0.04781818181818182,10
A_vs_A,380,-0.0709090909090909,10
A_vs_A,381,-0.01842424242424242,10
A_vs_A,382,0.02054545454545454,10
A_vs_A,383,0.032424242424242425,10
A_vs_A,384,-0.0006060606060605999,10
A_vs_A,385,-0.023696969696969692,10
A_vs_A,386,-0.029696969696969694,10
A_vs_A,387,0.007030303030303027,10
A_vs_A,388,-0.001030303030303032,10
A_vs_A,389,0.02733333333333333,10
A_vs_A,390,0.028303030303030295,10
A_vs_A,391,-0.00545454545454546,10
A_vs_A,392,-0.031090909090909086,10
A_vs_A,393,-0.01466666666666667,10
A_vs_A,394,-0.024969696969696965,10
A_vs_A,395,-0.05472727272727272,10
A_vs_A,396,-0.01490909090909091,10
A_vs_A,397,-0.04236363636363636,10
A_vs_A,398,-0.02018181818181818,10
A_vs_A,399,0.013030303030303027,10
A_vs_A,400,0.011696969696969694,10
A_vs_A,401,-0.04084848484848484,10
A_vs_A,402,-0.015212121212121213,10
A_vs_A,403,-0.01872727272727273,10
A_vs_A,404,-0.011151515151515157,10
A_vs_A,405,0.020606060606060597,10
A_vs_A,406,-0.008363636363636361,10
A_vs_A,407,0.003878787878787875,10
A_vs_A,408,0.0723030303030303,10
A_vs_A,409,-0.0010303030303030355,10
A_vs_A,410,0.037333333333333316,10
A_vs_A,411,0.014181818181818184,10
A_vs_A,412,0.00696969696969697,10
A_vs_A,413,-0.02236363636363636,10
A_vs_A,414,-0.011393939393939392,10
A_vs_A,415,-0.014666666666666666,10
A_vs_A,416,0.010060606060606062,10
A_vs_A,417,0.061212121212121204,10
A_vs_A,418,0.02593939393939394,10
A_vs_A,419,-0.010363636363636356,10
A_vs_A,420,-0.0026060606060606117,10
A_vs_A,421,-0.011636363636363639,10
A_vs_A,422,0.008303030303030303,10
A_vs_A,423,-0.012969696969696973,10
A_vs_A,424,0.009030303030303027,10
A_vs_A,425,-0.0383030303030303,10
A_vs_A,426,-0.006787878787878796,10
A_vs_A,427,0.021272727272727276,10
A_vs_A,428,-0.028909090909090905,10
A_vs_A,429,-0.0013939393939393966,10
A_vs_A,430,-0.06775757575757574,10
A_vs_A,431,-0.05818181818181817,10
A_vs_A,432,0.007393939393939397,10
A_vs_A,433,0.022787878787878784,10
A_vs_A,434,-0.02115151515151515,10
A_vs_A,435,-0.035757575757575745,10
A_vs_A,436,0.013575757575757574,10
A_vs_A,437,0.016484848484848474,10
A_vs_A,438,-0.0347878787878788,10
A_vs_A,439,0.02212121212121212,10
A_vs_A,440,0.006303030303030302,10
A_vs_A,441,-0.038242424242424244,10
A_vs_A,442,0.004121212121212119,10
A_vs_A,443,0.004545454545454541,10
A_vs_A,444,-0.012000000000000004,10
A_vs_A,445,-0.038484848484848476,10
A_vs_A,446,-0.010787878787878796,10
A_vs_A,447,0.006727272727272729,10
A_vs_A,448,-0.01424242424242424,10
A_vs_A,449,0.015393939393939396,10
A_vs_A,450,0.023818181818181815,10
A_vs_A,451,0.041636363636363624,10
A_vs_A,452,0.012606060606060607,10
A_vs_A,453,-0.02593939393939394,10
A_vs_A,454,-0.02606060606060605,10
A_vs_A,455,-0.002545454545454543,10
A_vs_A,456,0.012303030303030302,10
A_vs_A,457,-0.004666666666666668,10
A_vs_A,458,0.015272727272727276,10
A_vs_A,459,-0.03206060606060605,10
A_vs_A,460,-0.0031515151515151526,10
A_vs_A,461,-0.00018181818181818785,10
A_vs_A,462,-0.0026666666666666644,10
A_vs_A,463,-0.0005454545454545469,10
A_vs_A,464,-0.05624242424242424,10
A_vs_A,465,-0.015878787878787874,10
A_vs_A,466,-0.00872727272727273,10
A_vs_A,467,-0.018545454545454542,10
A_vs_A,468,0.002181818181818176,10
A_vs_A,469,-0.07084848484848486,10
A_vs_A,470,-0.015151515151515148,10
A_vs_A,471,-0.01593939393939394,10
A_vs_A,472,0.0027878787878787862,10
A_vs_A,473,-0.013272727272727266,10
A_vs_A,474,-0.04181818181818181,10
A_vs_A,475,0.022242424242424234,10
A_vs_A,476,-0.009939393939393939,10
A_vs_A,477,-0.045212121212121203,10
A_vs_A,478,-0.030121212121212115,10
A_vs_A,479,-0.01272727272727273,10
A_vs_A,480,0.002484848484848481,10
A_vs_A,481,-0.02363636363636364,10
A_vs_A,482,-0.02139393939393939,10
A_vs_A,483,0.01739393939393939,10
A_vs_A,484,0.005454545454545451,10
A_vs_A,485,0.028060606060606064,10
A_vs_A,486,0.02915151515151515,10
A_vs_A,487,0.025999999999999995,10
A_vs_A,488,-0.008363636363636361,10
A_vs_A,489,0.005454545454545453,10
A_vs_A,490,0.01418181818181819,10
A_vs_A,491,0.020969696969696965,10
A_vs_A,492,-0.01618181818181818,10
A_vs_A,493,0.006121212121212123,10
A_vs_A,494,-0.04230303030303029,10
A_vs_A,495,-0.028303030303030302,10
A_vs_A,496,-0.015333333333333332,10
A_vs_A,497,0.0432121212121212,10
A_vs_A,498,0.01145454545454545,10
A_vs_A,499,0.030909090909090907,10
A_vs_B,0,-0.019696969696969695,10
A_vs_B,1,-0.02412121212121212,10
A_vs_B,2,0.022090909090909085,10
A_vs_B,3,-0.004545454545454542,10
A_vs_B,4,-0.004727272727272728,10
A_vs_B,5,0.008515151515151512,10
A_vs_B,6,-0.013151515151515147,10
A_vs_B,7,-0.031151515151515145,10
A_vs_B,8,0.011818181818181811,10
A_vs_B,9,0.0033030303030303,10
A_vs_B,10,0.01872727272727273,10
A_vs_B,11,-0.014515151515151519,10
A_vs_B,12,0.009757575757575753,10
A_vs_B,13,-0.024818181818181816,10
A_vs_B,14,-0.01627272727272727,10
A_vs_B,15,-0.014333333333333337,10
A_vs_B,16,-0.015151515151515147,10
A_vs_B,17,0.0020000000000000026,10
A_vs_B,18,-0.006151515151515149,10
A_vs_B,19,-0.03512121212121212,10
A_vs_B,20,0.007939393939393937,10
A_vs_B,21,0.0019696969696969663,10
A_vs_B,22,-0.013212121212121208,10
A_vs_B,23,-0.016090909090909086,10
A_vs_B,24,0.005636363636363638,10
A_vs_B,25,-0.020090909090909086,10
A_vs_B,26,0.00966666666666666,10
A_vs_B,27,0.03096969696969697,10
A_vs_B,28,0.03621212121212121,10
A_vs_B,29,0.005545454545454545,10
A_vs_B,30,0.002212121212121209,10
A_vs_B,31,-0.006727272727272728,10
A_vs_B,32,-0.00906060606060606,10
A_vs_B,33,-0.021848484848484846,10
A_vs_B,34,-0.022030303030303032,10
A_vs_B,35,-0.008151515151515146,10
A_vs_B,36,-0.0037878787878787854,10
A_vs_B,37,-0.00015151515151515352,10
A_vs_B,38,-0.008696969696969696,10
A_vs_B,39,-0.028030303030303027,10
A_vs_B,40,-0.005333333333333334,10
A_vs_B,41,0.03515151515151515,10
A_vs_B,42,0.01915151515151515,10
A_vs_B,43,-0.007878787878787883,10
A_vs_B,44,0.0011212121212121236,10
A_vs_B,45,-0.008818181818181817,10
A_vs_B,46,0.012303030303030305,10
A_vs_B,47,-0.008303030303030302,10
A_vs_B,48,-0.011212121212121208,10
A_vs_B,49,-0.03351515151515152,10
A_vs_B,50,0.02015151515151515,10
A_vs_B,51,-0.010090909090909091,10
A_vs_B,52,0.0039090909090909055,10
A_vs_B,53,-0.024575757575757574,10
A_vs_B,54,-0.018787878787878787,10
A_vs_B,55,0.027060606060606052,10
A_vs_B,56,-0.01790909090909091,10
A_vs_B,57,0.0003333333333333313,10
A_vs_B,58,0.012787878787878793,10
A_vs_B,59,0.008,10
A_vs_B,60,0.004181818181818178,10
A_vs_B,61,0.0012424242424242421,10
A_vs_B,62,-0.0006969696969696979,10
A_vs_B,63,-0.00024242424242423982,10
A_vs_B,64,-0.03727272727272727,10
A_vs_B,65,-0.018909090909090907,10
A_vs_B,66,-0.04572727272727273,10
A_vs_B,67,0.0024848484848484847,10
A_vs_B,68,0.0031818181818181815,10
A_vs_B,69,-0.02551515151515151,10
A_vs_B,70,-0.005424242424242419,10
A_vs_B,71,-0.012636363636363635,10
A_vs_B,72,0.005545454545454541,10
A_vs_B,73,-0.010424242424242424,10
A_vs_B,74,0.009545454545454551,10
A_vs_B,75,-0.01490909090909091,10
A_vs_B,76,-0.004212121212121213,10
A_vs_B,77,-0.025636363636363634,10
A_vs_B,78,0.03172727272727273,10
A_vs_B,79,-0.023121212121212112,10
A_vs_B,80,-0.015484848484848482,10
A_vs_B,81,-0.002515151515151515,10
A_vs_B,82,-0.008363636363636361,10
A_vs_B,83,0.02263636363636363,10
A_vs_B,84,0.008909090909090905,10
A_vs_B,85,-0.023,10
A_vs_B,86,-0.010242424242424244,10
A_vs_B,87,0.01,10
A_vs_B,88,-0.006939393939393942,10
A_vs_B,89,-0.01642424242424242,10
A_vs_B,90,0.011484848484848483,10
A_vs_B,91,0.01818181818181818,10
A_vs_B,92,0.021121212121212114,10
A_vs_B,93,-0.012878787878787875,10
A_vs_B,94,-0.016454545454545454,10
A_vs_B,95,-0.0002424242424242426,10
A_vs_B,96,0.00815151515151515,10
A_vs_B,97,-0.032090909090909094,10
A_vs_B,98,-0.010939393939393941,10
A_vs_B,99,-0.0004545454545454554,10
A_vs_B,100,-0.012151515151515153,10
A_vs_B,101,0.015787878787878785,10
A_vs_B,102,-0.04036363636363636,10
A_vs_B,103,-0.03481818181818182,10
A_vs_B,104,-0.00272727272727273,10
A_vs_B,105,-0.008484848484848482,10
A_vs_B,106,-0.003303030303030302,10
A_vs_B,107,-0.024424242424242425,10
A_vs_B,108,-0.01845454545454545,10
A_vs_B,109,-0.022727272727272728,10
A_vs_B,110,-0.0074545454545454585,10
A_vs_B,111,0.015939393939393937,10
A_vs_B,112,0.009848484848484851,10
A_vs_B,113,-0.01951515151515151,10
A_vs_B,114,0.022757575757575754,10
A_vs_B,115,-0.015666666666666672,10
A_vs_B,116,-0.01693939393939394,10
A_vs_B,117,-0.01012121212121212,10
A_vs_B,118,0.005060606060606059,10
A_vs_B,119,0.017818181818181816,10
A_vs_B,120,0.024181818181818172,10
A_vs_B,121,-0.012757575757575756,10
A_vs_B,122,-0.024999999999999994,10
A_vs_B,123,0.017181818181818184,10
A_vs_B,124,0.014636363636363631,10
A_vs_B,125,0.005757575757575753,10
A_vs_B,126,-0.012606060606060603,10
A_vs_B,127,-0.023545454545454543,10
A_vs_B,128,-0.005090909090909088,10
A_vs_B,129,-0.013575757575757574,10
A_vs_B,130,-0.012909090909090903,10
A_vs_B,131,-0.00521212121212121,10
A_vs_B,132,-0.018515151515151516,10
A_vs_B,133,-0.025212121212121213,10
A_vs_B,134,-0.002878787878787877,10
A_vs_B,135,-0.03945454545454545,10
A_vs_B,136,-0.04266666666666666,10
A_vs_B,137,-0.016393939393939395,10
A_vs_B,138,-0.025909090909090902,10
A_vs_B,139,0.00981818181818182,10
A_vs_B,140,0.0015454545454545437,10
A_vs_B,141,-0.007242424242424245,10
A_vs_B,142,0.0031515151515151473,10
A_vs_B,143,-0.01266666666666666,10
A_vs_B,144,-0.0163030303030303,10
A_vs_B,145,-0.019515151515151517,10
A_vs_B,146,0.007272727272727273,10
A_vs_B,147,-0.008545454545454547,10
A_vs_B,148,-0.0024545454545454558,10
A_vs_B,149,0.02075757575757576,10
A_vs_B,150,0.0015151515151515123,10
A_vs_B,151,-0.01754545454545454,10
A_vs_B,152,0.0249090909090909,10
A_vs_B,153,0.005454545454545457,10
A_vs_B,154,-0.01896969696969697,10
A_vs_B,155,-0.04151515151515151,10
A_vs_B,156,-0.0070909090909090896,10
A_vs_B,157,0.0010909090909090881,10
A_vs_B,158,-0.008272727272727274,10
A_vs_B,159,0.03315151515151515,10
A_vs_B,160,-0.016636363636363637,10
A_vs_B,161,-0.0246060606060606,10
A_vs_B,162,0.00309090909090909,10
A_vs_B,163,0.009030303030303027,10
A_vs_B,164,-0.014666666666666665,10
A_vs_B,165,-0.030303030303030297,10
A_vs_B,166,-0.026242424242424244,10
A_vs_B,167,0.012545454545454549,10
A_vs_B,168,-0.023727272727272722,10
A_vs_B,169,0.0025757575757575785,10
A_vs_B,170,-0.04751515151515152,10
A_vs_B,171,-0.00596969696969697,10
A_vs_B,172,-0.04145454545454545,10
A_vs_B,173,-0.0459090909090909,10
